x0,x1,top,text,bottom,page_number,layout_type,in_row,layoutno
82.0,206.0,3576.3333333333335,dInetl aJy Bedio dl iSacbie，t2ic0 c2o2r，n1e8a（l w2）ou：n8d0 9h-e8a2li5n.g,3588.0,5,reference,1,reference-0
61.0,297.0,3588.0,［4］，，，,3600.6666666666665,5,reference,1,reference-0
83.0,550.3333333333334,3600.6666666666665,ZheHaAlinNgG b Ky iLnhiCbiHtiAngI eBndJoIt hHeliaelt caell.l Bpiyorgolpatosssi sp rtohmrooutgehs rweoguunlad‐［17］，，，,3624.0,5,reference,1,reference-0
83.0,297.0,3612.3333333333335,（ROS）signaling ,3624.6666666666665,5,reference,1,reference-0
61.0,296.0,3624.6666666666665,tpiaotnh wofa yt［heJ ］c.o nLnaebx Iinn v4e3st/，re2a0c2ti2v，e1 o0x2（yg1e）n：s9p0e-c1ie0s1 . ［5］LI J H，WANG X，YAO Z X，et al. NLRP3-dependent crosstalk,3649.0,5,reference,1,reference-0
81.0,295.3333333333333,3650.0,between pyroptotic macrophage and senescent cell orchestrates,3661.3333333333335,5,reference,1,reference-0
83.0,297.0,3660.6666666666665,nt wound ,3673.0,5,reference,1,reference-0
81.0,265.0,3672.3333333333335,treaaulminag-［inJ］du. cAeddv hSectie（roWtoepiinch ）o，ss2i0fi2c3a，ti1o0n（1d9u）ri：n2g 20ab7e3r8r3a,3684.6666666666665,5,reference,1,reference-0
81.0,297.0,3684.6666666666665,，，，.,3696.3333333333335,5,reference,2,reference-0
62.0,85.66666666666667,3685.6666666666665,［6］Ph,3695.3333333333335,5,reference,2,reference-0
81.0,296.3333333333333,3695.3333333333335,StAaSphTyAloRc oIccSuAs WauAreYuAs A PMARJANOVIC Jet al. Intracellular ,3708.0,5,reference,1,reference-0
81.0,294.3333333333333,3708.0,triegrgfeorrsin p-y2r osputpopsirse sasniodn ［coJn］tr. iJb uCtleisn tIon vienshti，‐b2i0t2io1n，1of3 1h（ea2l4i）ng：1d3u3e 7t2o 7p.,3732.3333333333335,5,reference,1,reference-0
61.0,297.0,3732.3333333333335,［7］董颖，刘保光，许二平黄连解毒汤抗炎作用与临床应用研究进展［］中国实验方剂. 学杂志，，（）：,3756.3333333333335,5,reference,1,reference-0
60.333333333333336,297.0,3755.3333333333335,玲，J李. 淑霞，吴毅，等黄连解20毒21汤2治7疗12肛肠245疾-2病50研.究概况［］中国民族民间医药. ，，（）：［9］J. ，，2023，9542-47.,3792.0,5,reference,2,reference-0
62.0,85.66666666666667,3757.3333333333335,［8］牟,3767.0,5,reference,2,reference-0
81.0,297.0,3792.0,SHI R FCHEN CZHAO S Met al. Stem cell therapy with CRISPR/Cas9-mediated MALAT1 delivery modulates mdiRia-b1et4i2c,3817.3333333333335,5,reference,1,reference-0
59.333333333333336,296.0,3817.3333333333335,and rescue［s ］wound healing in rats w，ith ag，e-ass：ociated ［10］foot u，lcers J.，Arch Geron，tol Geriatr2024118105283.,3840.3333333333335,5,reference,1,reference-0
81.0,296.0,3840.3333333333335,PI LYANG LFANG B Ret al. LncRNA MALAT1 from humaina ,3853.0,5,reference,1,reference-0
82.0,289.0,3853.0,amdiiRp-os3e7-8dae/FriGveFd2 satxeims［cJe］ll. eRxeogseonm eMseadcc，e2l0e2ra2t，es1 7（wo9u）n：d6 h2e7a-l6in4g1 .v,3864.6666666666665,5,reference,1,reference-0
61.0,551.3333333333334,3865.3333333333335,［11］，，‐［23］，，，,3888.6666666666665,5,reference,1,reference-0
82.0,294.3333333333333,3877.0,WgluUc oAs eS-iSnUduNc eWd LH9MCO2U c Far dYi.o lmncyRocNyAte-MpyAroLpAtTos1i sp rboymdootwesn rheigguh,3889.6666666666665,5,reference,1,reference-0
83.0,295.3333333333333,3888.6666666666665,g miR-141-3p expression［J］. Mol Med Rep，2021，23（4）：‐l2a5t9in.,3912.0,5,reference,1,reference-0
59.333333333333336,294.3333333333333,3912.0,［12］，，，,3924.6666666666665,5,reference,1,reference-0
82.0,296.0,3924.6666666666665,AatBe Op-eeSlA eIFxt rMac tA prRotAecGtAs Bag Aai nEst ItBheR AdeHvIeMlo pAm Oent eot fa dl.i aPboemtiecg rcaanr‐‐,3937.0,5,reference,1,reference-0
82.0,296.0,3938.0,diomyopathy in rats by inhibiting pyroptosis and downregulating ,3950.6666666666665,5,reference,1,reference-0
82.0,283.3333333333333,3948.6666666666665,［］，，：,3960.3333333333335,5,reference,1,reference-0
60.0,295.3333333333333,3960.3333333333335,［13］罗Ln京cR艺NA，-尚M毅AL，A王T1敏，J等. Fr肛on愈t P宁ha软rm膏aco对l大20鼠23脓1肿4创11面666愈53合.的,3972.0,5,reference,1,reference-0
82.0,289.6666666666667,3973.6666666666665,促进作用［］中国中西医. 结合外科杂志，，（）：,3982.6666666666665,5,reference,1,reference-0
61.0,295.3333333333333,3984.6666666666665,［14］杨李旺，杨J蓉. ，赵焕新，等黄连解毒汤20通11过17诱3导自283噬-2减86轻.,3996.0,5,reference,1,reference-0
82.0,295.3333333333333,3997.0,脓毒症小鼠肝损伤［J］. 中.国实验方剂学杂志，2022，8（5）：,4008.6666666666665,5,reference,0,reference-0
62.0,128.33333333333334,4032.0,（上接第16页）,4041.6666666666665,5,title,0,title-0
60.0,297.0,4046.3333333333335,［23］范春玲，丁喜艳，季杰，等基于循证医学证据探究背俞穴治疗型糖尿病疗效机制［J.］. 中医药临床杂志，2022，34（6）：［24］杨欢，郑小兰，徐国海，等电针治疗糖尿病神经病理性疼痛机制的研究进展［J］. 中.国疼痛医学杂志，2015，21（11）：［25］董勤，曹雯萍，鲁佳，等电针与穴位注射对糖尿病周围神经病变大鼠神经保护作.用的比较研究［J］. 时珍国医国药，,4142.0,5,reference,1,reference-2
83.0,114.0,4071.3333333333335,9962-999.,4081.0,5,reference,1,reference-2
83.0,114.0,4107.0,855-858.,4117.0,5,reference,1,reference-2
81.0,166.66666666666666,4143.0,2013，24（4）：1001-1003.,4154.666666666667,5,reference,1,reference-2
60.0,297.0,4154.666666666667,［26］孙远征，王伟华，毛翔温针对大鼠糖尿病周围神经病变坐骨神经传导速度及. 、OD、TAOC的作用［J］. 上海针灸杂,4178.666666666667,5,reference,1,reference-2
83.0,173.0,4178.666666666667,志，2011，30（2）：13M4D-A136S. ,4191.333333333333,5,reference,0,reference-2
279.6666666666667,333.6666666666667,3496.0,福建中医药,3508.3333333333335,5,header,2,header-1
338.0,363.0,3527.0,71-76.,3537.6666666666665,5,reference,1,reference-1
337.0,550.3333333333334,3552.3333333333335,ZOM：ER H DTREN TtrIaNn sAla tGio. nSakl inre wseoaurncdh ［heJa］li.n Jg iDne hrmumataonl sS acnid，m20ic1e8，9c0h（al1l）en：g3e-s1 i2n.,3574.6666666666665,5,reference,1,reference-1
315.3333333333333,551.3333333333334,3576.3333333333335,［16］，，，,3588.0,5,reference,1,reference-1
338.0,552.3333333333334,3588.0,BARCHITTA M：MAUGERI AFAVARA Getn aelf.i cNiault reitfifoenct sa nodf ,3600.6666666666665,5,reference,1,reference-1
338.0,495.6666666666667,3600.6666666666665,wcuorucnudm ihne［alJi］ng. Inatn J oMveorl vSiecwi，2fo0c1u9s，in2g0（o5n）：th1e1 1b9e.,3612.3333333333335,5,reference,1,reference-1
337.0,551.3333333333334,3624.6666666666665,BIAN D HWU Y（SONG ）G Det al. The application of mesen‐,3636.3333333333335,5,reference,1,reference-1
337.3333333333333,551.3333333333334,3635.6666666666665,chymal stromal：cecllosm pMreShCesns iavne dr etvhieeiwr ［deJr］iv. aStitveem e Cxoesllo mRees i nT hsekrin，,3648.0,5,reference,1,reference-1
338.0,394.6666666666667,3650.0,w20o2u2n，d 1h3（ea1l）in：g24a. ,3659.6666666666665,5,reference,1,reference-1
314.3333333333333,551.3333333333334,3659.6666666666665,［18］，，，,3672.3333333333335,5,reference,1,reference-1
337.0,549.3333333333334,3673.0,MU X RWU X QHE W［J］et al. Pyroptosis a，nd inf，lam：masomes,3684.6666666666665,5,reference,1,reference-1
314.3333333333333,550.3333333333334,3684.0,［19］in diabetic w，ound healing，J. Fron，t Endocrinol202213950798.,3696.3333333333335,5,reference,2,reference-1
336.3333333333333,551.3333333333334,3695.3333333333335,YANG H LZHANG YDU Z Wet al. Hair follicle mesenchy‐,3708.0,5,reference,1,reference-1
337.0,550.3333333333334,3709.0,mal stem cell exoisco mmaolu lsnec sRkNinA w Hou1n9d i nhheiabliitnegd［NJ］LR. AP3gi npgy，ro2p0t2os3i，s,3721.3333333333335,5,reference,1,reference-1
339.0,394.6666666666667,3721.3333333333335,t1o5（pr3o）m：o7t9e1 d-i8a0b9et.,3731.3333333333335,5,reference,1,reference-1
315.3333333333333,551.3333333333334,3733.0,［20］，，，,3744.6666666666665,5,reference,1,reference-1
335.3333333333333,551.3333333333334,3744.6666666666665,KONG XPATEL N ACHALFANT C Eet al. Ceramide synthe‐,3757.3333333333335,5,reference,1,reference-1
336.3333333333333,551.3333333333334,3755.3333333333335,sis regulates biogenesis and pack，aging of exosomal MALAT1 from adipose deroivcheodn dstreiaml fcuenlcltsionin ［crJ］ea. sCees lld eCrommaml ufnib Sroigbnlaals，t m20ig2r3a，ti2o1n（1a）nd：2m2i1t.,3793.0,5,reference,2,reference-1
315.3333333333333,551.3333333333334,3793.0,［21］，，，,3804.6666666666665,5,reference,1,reference-1
336.3333333333333,550.3333333333334,3803.6666666666665,LIANG Z HPAN Y CLIN S Semt iaRl.-L1n4c1R-N3pA/ZMNAFL2A1T7 1a pxriosm ［oJt］es. ,3816.3333333333335,5,reference,1,reference-1
314.3333333333333,551.3333333333334,3817.3333333333335,wRoeugennd Thheearl，in20g 2v0i，a1 5re：g2u0l2a-ti2n0g9 .［22］，，，,3840.3333333333335,5,reference,1,reference-1
336.3333333333333,551.3333333333334,3840.3333333333335,CHEN C HWANG Q HLI D Bet al. MALAT1 participates in ,3853.0,5,reference,1,reference-1
337.0,550.3333333333334,3853.0,the role of palbateetliect -foriocth uplclears m［aJ ］e. xoInsot mJ esB ioinl Mpraocmroomtinolg，w20ou2n3d，h2e3a8l：in1g2 4o1f7 d0i.,3875.3333333333335,5,reference,1,reference-1
336.3333333333333,551.3333333333334,3888.0,KUANG L WZHANG C CLI B Het al. Identification of the ,3900.3333333333335,5,reference,1,reference-1
337.0,551.3333333333334,3900.3333333333335,MALAT1/miR-106a-，5p/iZgNraFti1o4n8 afneded abpaocpkt olsoiosp ［iJn］r. eRguelgaetnin gM Heda，‐C20a2T3 c，e1l8l（p3r）ol：if2e3ra9t-io2n58.m,3924.6666666666665,5,reference,1,reference-1
314.3333333333333,551.3333333333334,3923.6666666666665,［24］纪涛，徐莉，于涛德黄连解毒汤加减合金黄膏对肛周脓肿患者疗效、化脓率及.炎症因子的影响［J］. 江西中医药，2023，9（2）：46-48.,3958.6666666666665,5,reference,1,reference-1
314.3333333333333,550.3333333333334,3960.3333333333335,［25］林尊友，方宗武黄连解毒汤治疗糖尿病合并肛周脓肿手术患者临床效果及. 炎症因子的影响分析［J］. 糖尿病新世界，,3985.3333333333335,5,reference,1,reference-1
336.3333333333333,423.6666666666667,3984.6666666666665,2020，23（11）：29-30，33.,3996.0,5,reference,1,reference-1
314.3333333333333,550.3333333333334,4045.3333333333335,［27］，，,4058.0,5,reference,1,reference-3
337.3333333333333,552.3333333333334,4058.0,ZHANG TWANG LCHEN L. Alleviative effecto no f tmo idcercorReNasAe-d ,4070.3333333333335,5,reference,1,reference-3
337.0,501.0,4070.3333333333335,4U9S7P 1o5n［dJi］ab. eCteicll nBeiuorl oTpoaxthiciocl ，p2ai0n2 3in，3r9a（ts5 ）in：1re-l1a6ti.,4082.0,5,reference,1,reference-3
316.3333333333333,551.3333333333334,4083.0,［28］，，，,4095.3333333333335,5,reference,1,reference-3
337.3333333333333,551.3333333333334,4093.6666666666665,WEI JHAO QC（HEN Cet al. E）pigenetic repression of miR-17 ,4106.333333333333,5,reference,1,reference-3
337.0,550.3333333333334,4106.333333333333,contributed to di 2-ethylhexyl phthalate-triggeriend sikneslueltianl ,4117.666666666667,5,reference,1,reference-3
313.6666666666667,552.3333333333334,4118.666666666667,resistan［ce］by targeting K，eap1-，Nr（f2/m）iR：-200a axis ［29］muscl，e J. Theran，ostics2，02010209230-9248.,4143.0,5,reference,1,reference-3
336.3333333333333,549.3333333333334,4143.666666666667,YprEof iZles CaHssEoNciGat eMd wFitAhN z inLc eetx paols. uPrela samnda tmypicer o2R dNiAab eetxepsr emsseilolin,4155.333333333333,5,reference,1,reference-3
337.0,552.0,4154.666666666667,：-induced‐,4167.0,5,reference,1,reference-3
338.0,520.3333333333334,4167.0,tinussuleinxp rleosriisntagn pcoe［t enJ］ti.a El nrvoilreo no fI nmti，R2-02134，41-732p：1in0 7z8in0c7.,4178.666666666667,5,reference,1,reference-3
511.6666666666667,551.6666666666666,3494.6666666666665,第55 卷,3507.3333333333335,5,header,2,header-2
